Name,Occupation,Country,Company,Position,Type,CRI
82fd854870b4d2bbeacf31b39688983d,Single Cell platform Engineer at Curie Institute - Research Center,France,"ESPCI Paris Tech,Bertin Technologies,Elvesys,Curie Institute - Research Center","Single Cell platform Engineer,R&D Engineer in microfluidic and microbiology,Post-doc,PhD student","Research,Student",PhD
8327762be8523bc56ff4f618a382e718,"Head of Product - Governance at Input Output (IOHK),Governance head of product at Input Output (IOHK)"," United States,United States of America","Input Output (IOHK),Médialab Sciences Po,Terran Collective,Weizmann Institute of Science,DAOstack,CRI","Head of Product - Governance,Software developer and research Intern,Computer Science Intern,Governance head of product at Input Output (IOHK),PhD researcher and product manager,Senior Product Manager - Governance,Product manager,Product manager/Business director","Research,Board,Other,Student","PhD,Master Edu,Master Exp"
832c7890fcb30a72e902c28e1ee8dc22,"PHD Student in Immunity & Cancer at Institut Curie,PHD Student at Institut Curie",France,"Institut Curie · Internship,Institut Curie","PHD Student,PHD Student in Immunity & Cancer at Institut Curie,Student Intern",Student,"PhD,Master Edu,Master Exp"
83f3c8209ef302e9e61c21c3c5d54679,PHD Student at Concordia University, Canada,"Concordia University,CRI,Pierre and Marie Curie University,Institut Curie - Research Centre","PHD Student,Masters Student,Research Intern",Student,Master Exp
8453bebd4d0ecdf88930e0daf4e4fcd3,Co-founder & CEO at Epigene Labs,France,"Massachusetts General Hospital,Epigene Labs,Broad Institute of MIT and Harvard,Harvard Medical School,Institut Curie","Postdoctoral Scientist,Doctoral Scientist,Co-founder & CEO,Affiliate Scientist,Visiting Scientist","Entrepreneurship,Research,Student",PhD
84609b0cae15befe91a52690decb493d,"Scientific, Medical Illustration Service & Adobe Software Coach for Scientists at SciVisLab",Germany,"Institut Pasteur,SciVisLab,mediomix GmbH","PhD project,Scientific Illustrator & Adobe Software Coach for Scientists,Scientific, Medical Illustration Service & Adobe Software Coach for Scientists","Other,Student",PhD
8469ef2066df2f3f920bfe3fa3b6b60e,"Marine Strategy Framework Directive (MSFD) coordinator at French Agency for Food, Environmental and Occupational Health & Safety (ANSES)",France,"Institut Pasteur,French Agency for Food, Environmental and Occupational Health & Safety (ANSES),Ministère des Affaires étrangères français","Postdoctoral Researcher,Deputy attaché for health and biotechnology at the French embassy in Germany,Marine Strategy Framework Directive (MSFD) coordinator,PhD Student","Other,Research,Student",PhD
846ce5036a2ac9606a39f3cbde69b17d,"Scientist II, Molecular and Cellular Engineering - Biotherapeutics at Codexis, Inc.,Scientist at Codexis","San Francisco Bay Area,United States of America","Laboratory of Enzymology and Structural Biochemistry (LEBS),Codexis, Inc. · Full-time,Codexis, Inc.,Stanford University,Laboratory of Theoretical Physics of Condensed Matter (LPTMC),Stanford University · Full-time,Institut Pasteur","Postdoctoral Researcher,Research intern,Scientist at Codexis,PhD student,Scientist II, Molecular and Cellular Engineering - Biotherapeutics","Research,Student","PhD,Master Edu,Master Exp"
84bd60c00b444133df65e8f78f9d0099,Postdoctoral Researcher at CERTeM,Germany,CERTeM,Postdoctoral Researcher,Research,PhD
8507713781d832e41c8d215e88d2f300,DACS (Directeur adjoint chargé de Segpa),,"Ministère de l'Éducation nationale et de la Jeunesse,Microsoft,Lab School Paris,Ministère chargé de l'Éducation nationale","Coordonnateur ULIS,Directeur,DACS (directeur adjoint chargé de Segpa),Consultant numérique éducatif - Microsoft learning consultant","Board,Other,Student",Master Exp
85648ae2b934e624e12ac05d43576e5d,Anesthésiste chez CHU de Reims, France,"Centre de Recherche Interdisciplinaire (CRI),Hôpital Robert-Debré,CHU de Reims · Full-time","Doctorat,PH Anesthésie,Anesthésiste","Other,Student",Master Exp
858651d0df70fbee33f22c62e52ffdcb,Digital Innovation Specialist at Festo,Spain,"Festo,Maker's Asylum,Diatly,Festo Didactic,Skillogs,MediaMarktSaturn","Design Thinking for Sustainable Solutions based on th Sustainable Development Goals,Digital Innovation Specialist,Customer Success Manager,Business Process Manager,Digital Officer,International Business Development Consultant","Other,Student",Master Exp
85c3b275db6cd2b81bd7b1c5dbcc507f,Post-doc in plant Biophysics at École Polytechnique - Ladhyx,France,"École Polytechnique - Ladhyx,Université de Paris,Institut Curie","Post-doc in plant Biophysics,Doctorant,Post-Doc en biophysique","Research,Student",PhD
85d6bd9c12a0201d5bf2e0daf38700c0,project manager,france,"université paris descartes,aphp,cerc,sup sante,cardiawave","clinical research associate,clinical research associate trainee,study-coordinator,preclinical and clinical project manager,phd student","Other,Research,Student",PhD
85dd047c4cfdcf52b530b777da336fe9,"Post-doctoral research fellow at Princeton University,Post-doctoral research fellow at Princeton Neuroscience Institute"," United States,United States of America","University of Oxford,Princeton University","Visiting PHD Student,Post-doctoral research fellow,Post-doctoral research fellow at Princeton Neuroscience Institute","Research,Student","PhD,Master Edu,Master Exp"
85ee37a37e57a8c2ee74e361c69d94a7,Research Fellow at INSERM,France,"Delft University of Technology,Citizen Cyberlab - INSERM U1001,INSERM,Institut Pasteur,Freelance,Pantheon Biosciences","iGEM TU Delft: Team advisor,Student,Team Leader / Senior Scientist,Design and Development of a Synthetic Biology video game,Independent Consultant - Biotech R&D Synthetic Biology and Drug discovery,Research Fellow,Research Intern,PhD Candidate in Synthetic biology and Metabolic engineering,Research Engineer","Research,Other,Student","Master Edu,Master Exp"
8627ec26f149032e81f93da38ef9aff0,Post-doctoral researcher at Institut de Recherche Saint-Louis (IRSL),France,"Institut Curie - Research Centre,Institut de Recherche Saint-Louis (IRSL),AP-HP, Assistance Publique - Hôpitaux de Paris","Post-doctoral researcher,Bénévole sur la plateforme volontaires Covid19,PhD student","Research,Other,Student",PhD
868252292f5b4aa8b0e4370b1c89f567,"Co-founder, Edtech Connections", France,"INSEEC U.,Adicom Days - Africa Digital Communication,Edtech Connections,#LearningPlanet,CRI","Strategic Advisor,Education Technology Consultant,Co-Founder,Digital Learning Manager,Facilitator","Other,Entrepreneur,Student",Master Exp
86e393a704d697fd7ae30d420a6803ec,Research Assistant Professor at Université Côte d'Azur,France,"Institut Pasteur,IPMC CNRS - University Nice Sophia Antipolis,Institut des Hautes Études Scientifiques - IHES,Université Côte d'Azur","Postdoctoral Researcher,Research Assistant Professor,Senior Bioinformatician,PHD","Research,Other,Student",PhD
870ab6a4f4dc5f5a4949ca1017e71dbc,网易有道 - Elearning Management Trainee, China,网易有道,"网易有道 - Elearning Management Trainee,Elearning Management Trainee",Student,"Master Edu,Master Exp"
8726262ada12f9a0a039f172b78d5df6,Posto-doctoral Research Associate at Durham University,France,"Université de Paris,Sup'Biotech, the School of Biotechnology Engineers,ESPCI Paris - PSL,Durham University,Collège de France","Teacher,Posto-doctoral Research Associate,PhD candidate,Associate researcher","Research,Other,Student",PhD
876cdc8c8503f1fbcb51599a0f71094f,"Chef de projet en charge de l'innovation ouverte at INSEP - Institut National du Sport, de l'Expertise et de la Performance",France,"INSEP - Institut National du Sport, de l'Expertise et de la Performance,Université de Paris","PhD student / Postdoctoral Fellow,Chef de projet en charge de la valorisation de la recherche,Chef de projet en charge de l'innovation ouverte,Research Fellow","Research,Other,Student",PhD
8893c7c5782326650fbd5ff7dc951cb3,"Extern from Paris Hospitals at AP-HP, Assistance Publique - Hôpitaux de Paris",France,"CRI - Centre de Recherches Interdisciplinaires,Paris Descartes University,AP-HP, Assistance Publique - Hôpitaux de Paris,Social Impact Consulting (Madagascar),Paris Impact Investing,Institut Curie","Teacher from idea to action, business & entrepreneurship,Extern from Paris Hospitals,Co Founder and Co Organizer - Impact Investing, Social Finance,Research Fellow,Teaching Assistant for Pharmacy students (4th year),Open Innovation, Management Consulting in Madagascar","Research,Entrepreneurship,Other,Student",PhD
88efbfa399be0a701feed5abe265d8fb,Postdoctoral Researcher at ENS - Laboratoire de Neurosciences Cognitives et Computationnelles,France,ENS - Laboratoire de Neurosciences Cognitives et Computationnelles,"Postdoctoral Researcher,PhD Student in Cognitive Neuroscience","Research,Student",PhD
8924ee064e59f4b22624eaec057bde37,"Head of Lab at Institut Pasteur,Head of Lab at Institut Pasteur • Founder at Eligo Bioscience","Greater Paris Metropolitan Region,France","Institut Pasteur,Eligo Bioscience,Rockefeller University","Master Internship,Phd student,Postdoctoral Fellow,Co-founder & CSO,Head of Lab at Institut Pasteur • Founder at Eligo Bioscience,Head of Lab","Entrepreneurship,Board,Research,Student","PhD,Master Edu,Master Exp"
8977a78f64ca6c9f6b81d871772f6f8d,"Director Of Research Development at Meletios Therapeutics,Director of Research and Development at Meletios Therapeutics","Greater Paris Metropolitan Region,France","INSERM,Laboratoires Servier,Institut de Recherche Servier,Meletios Therapeutics · Permanent,Stellate Therapeutics,Meletios Therapeutics","Post-Doctorant,Chercheur,Director of Research and Development,Director of Discovery Biology,Ph.D. Student,Research Scientist","Board,Research,Student","PhD,Master Exp"
897e4f964fc3a508bbb1469d768e9164,PhD student in Biophysics,Greater Paris Metropolitan Region,"Sakai lab. at the Institute of Industrial Science (IIS), The University of Tokyo,Matière et Systèmes Complexes lab. CNRS,Laboratoire Matières et Systèmes Complexes,Sopra Steria,Theodo · Full-time,CNRS laboratoire Matières et Systèmes Complexes","PhD (Biophysics and Tissue Engineering),Travail de thèse et stages,Agile web developer at Theodo,Internship,PhD student in Biophysics,Ingénieur d'étude et développement","Other,Student","Master Edu,Master Exp"
89813357a06b98cd8754eacef36ef26f,Research engineer at ENVT,France,"LBBE Evaluation et Modelisation of Therapeutic Effects,IBENS ENS,ENVT","Biomodéleur/Biostatisticien,Research engineer,Biostatisticien,Model Investigator","Research,Other",Licence Exp
89ac3df746f0c5d7be2f5db9d859d74c,Graduate Student in Biomedical Engineering,France,"Institut Pasteur,CRI","Intern,Graduate studies",Student,Master Exp
8a0d8dcf3fcd31d05987a177b2be25f8,"Stage de recherche en écologie et génétique des populations at IEES Paris, Université Paris-Est Créteil",France,"IEES Paris, Université Paris-Est Créteil,UMR Eco-Anthropologie, Musée de l'Homme","Master,Stage de recherche en biologie moléculaire,Stage de recherche en génomique des populations humaines,Stage de recherche en écologie et génétique des populations","Research,Student","Licence Edu,Licence Exp"
8b13ff5b2a566bc9e2b73a3edad2cf86,"Bio tinkerer Exploring interdisciplinarity at Paris, France",Nepal,"Institut de la Vision · Full-time,After iGEM,INSERM,Ecole normale supérieure,Media Lab Nepal,Baja Nepal,Institut d'Optique Graduate School · Full-time,PSL Research University","Founder/Coordinator,Entrepreneurship and Innovation Training-PSL iTeams,Open Science and Accessibility Committee Member,Founder,Intern","Entrepreneur,Student",Master Exp
8beb41e53ecc4135d40de7bfadb86192,Science writer/editor at Freelance (Self employed),Indonesia,"Freelance (Self employed),University of Oxford,Translational Research and Microfluidics Group, UMRS775,Macromolecules and Microsystems for Biology and Medicine Group, UMR168","Science writer/editor,Research Intern,Postgraduate Student,Student",Student,"Master Edu,Master Exp"
8cb64003043a6171d71691d88a0ba3d0,"PhD in Evolutionary Biology/Behavioral Ecology/Sensory Ecology/Herpetology,PHD Graduate Student at Université de Paris",France,"Instituto Pirenaico de Ecologia (IPE),Université de Paris,Université de Paris · Contract,École normale supérieure,South African National Biodiversity Institute","PHD Graduate Student,PhD in Evolutionary Biology/Behavioral Ecology/Sensory Ecology/Herpetology,Intern (IBENS),Intern,Internship student",Student,"PhD,Master Edu,Master Exp"
8cd22c1b604055803a800c3bf6bdab4c,Research Scientist and Networking Consultant at Learning Planet Institute,France,"ETH Zürich,MATTER Lab (ML) and Center for the Developing Brain (CDB), Child Mind Institute,Entente Pongiste Isséenne,Learning Planet Institute","Postdoctoral Innovator Fellow, ETH Library Lab,Research Scientist and Networking Consultant,Consultant, Strategic Development and Partnerships,Table Tennis (Niveau National)","Research,Student",PhD
8ce0a449d85cc40b838271b470b4c70e,Co-fondatrice at Premiers Cris,France,"Premiers Cris,IM-TWIN Project,Université de Lille,Université Paris Descartes,Université Paris Nanterre,CRI","Chercheuse associée,Étudiante-chercheuse (doctorat),Master,Stagiaire (M2),Stagiaire (M1),Co-fondatrice,Attachée Temporaire d'Enseignement et de Recherche,PhD,Assistante de recherche,Maîtresse de conférences","Entrepreneurship,Board,Student,Research,Other","PhD,Licence Edu,Licence Exp"
8cf6024e9f22117fd51b7296c83675b9,"Data Scientist,Data Scientist at Millionroads"," France,France","Millionroads · Internship,Origins Earth,Centre national de la recherche scientifique,Interaction Data Lab,Millionroads,Interaction Data Lab · Internship","Data Scientist,Master,Project Intern,Data Science Intern","Other,Student","Licence Edu,Master Exp,Licence Exp"
8cfd0c898ebb2f0de835b4754c3af2d9,"Student,Ex-Junkbot || I love connected devices, robots, decentralised networks, emotions and HCI",Greater Paris Metropolitan Region,"Université Paris Cité,Capgemini Engineering · Internship,CRI,Pasteur Institute","Research And Development Intern,Researcher PHD Student,Teacher - Robotics and IOT,Ex-Junkbot || I love connected devices, robots, decentralised networks, emotions and HCI",Student,"Master Edu,Master Exp"
8d2b1f000750421ac125485db36ee13c,Marketing Director - Pharmaceutical excipients and Vaccine adjuvants chez SEPPIC,Greater Paris Metropolitan Region,"Air Liquide,Rockefeller University","Biotechnology project officer,Visiting graduate student,Marketing Director - Pharmaceutical excipients and Vaccine adjuvants chez SEPPIC","Other,Student","Master Edu,Master Exp"
8da604b17fa6408a9dd6c67c2f4b29e6,Policy Officer - Public Health at European Commission,Belgium,"Ecole Normale Supérieure,London School of Hygiene and Tropical Medicine, U. of London,European Commission,Université Paris Descartes,World Health Organization,Reproductive and Child Health Alliance (RACHA),London School of Hygiene & Tropical Medicine,National University of Singapore, LSHTM, UHS Phnom Penh","Policy Officer - Public Health,Health Economist,Assistant Professor,Teaching Assistant,Consultant,Research Fellow,PhD,Country program manager","Research,Other,Student",PhD
8df4f0509c6a374bd8f5ba6efb304c6a,Doctorant CIFRE en neurosciences at Ottobock France,France,"Ottobock France,Prosth3sis,UMR CNRS 3636,Université Paris Descartes","Autoentrepreneur Biomécanique/Neurosciences,Ingénieur stagiaire,Chef de projet,Doctorant CIFRE en neurosciences","Entrepreneurship,Student",PhD
8e70c250726fa0db1568ecd5f2b7f8b8,Co-Founder and Head of Research at Bloom.pm at Bloom (visit us at BloomEMEA!), France,The Global Entrepreneurship and Maker Space Initiative - GEMSI,Co Founder,Entrepreneur,Master Exp
8f426ffb5d0d93f05238a6f90ef4e482,"Student,PhD Candidate-Junior Lecturer- Management Control",France,"be-studys,ESCP Business School,The Turner Learning Center,be-optilys,HEC Paris","Junior Lecturer: Managing Organisational Performance (M1) (FR),Junior Market Analyst,Graduate Teaching Assistant: Business Process Management (M1) (EN),Research Engineer: Digital Health Platforms,Language Coach,PhD Candidate-Junior Lecturer- Management Control","Student,Research,Other","Master Edu,Master Exp"
8f631cf460a7a45f7324ae412f95c886,Biomodeler at Novadiscovery,France,"LBC, ESPCI,Novadiscovery,Université Paris Diderot","PhD thesis,Teaching Assistant in Biostatistics/Bioinformatics,Biomodeler","Other,Student",PhD
8fcd8f22bd96c303c8882059e25ad93a,NLP Engineer at 365Talents," France,France","365Talents,365Talents · Full-time,Laboratoire d'Ecologie et d'Evolution (ENS),CEA - Commissariat à l'énergie atomique et aux énergies alternatives,Imperial College London,CNRS / IN2P3 / IPNL,COMBO Solutions","Research Associate,Postdoctoral Fellow,NLP Engineer at 365Talents,PhD Student,NLP Engineer,Intern,Project Lead Developer","Research,Other,Student","PhD,Master Edu,Master Exp"
9056081a0f65c9442cddc390e3ec40f1,"Researcher, Consultant & Entrepreneur", France,"Systems Engineering and Evolution Dynamics,Unibiome (Peer To Peer Probiotics),Harvard Medical School,PSL Research University,Institut Curie","Researcher, Consultant & Entrepreneur,Cofounder and CEO,PHD,Visiting Research Fellow,Research Intern","Research,Entrepreneur,Student","Master Edu,Master Exp"
9078a2b2b2a2a3f82c553b3ea397be6d,Ingénieure d'étude en biologie cellulaire/immunologie at Inserm,France,"Inserm,Class'croute","Ingénieure d'étude en biologie cellulaire/immunologie,Employee polyvalent,Assistante ingénieure en biologie cellulaire,Stage de recherche,Stage recherche,Master","Other,Research,Student","Licence Edu,Licence Exp"
90fe4b1453ccee0f4f236bd7d9db9eb0,Doctoral Candidate at Inria,France,"Inria,Home Association,Institut Pasteur,UConn Health,Ecole normale supérieure","Doctoral Candidate,Co-Founder,Research Intern,Student","Board,Student","Master Edu,Master Exp"
9195879b2ef321d2db8dbaa359e4930f,"Internal Medicine MD, PhD candidate in epidemiology @Institut Pasteur / INSERM", France,"Faculté de médecine Paris Descartes,Khalifa Institute,APHP,Epidemiology & modelling of bacterial escape to antimicrobials, Institut Pasteur, U1018 Inserm, UVSQ","Residency in Internal Medicine and Infectious Diseases,Pedagogic Assistant - Chair of Innovation Management and Healthcare Performance,PHD Candidate : BactHub project,Teacher in Infectious Diseases","Other,Student",Master Exp
92549b44b6f2684b76251aac7a84ec10,"Director, Data Science at Ariana Pharma",France,"GSK,Ariana Pharma","PHD Student,Senior Data Scientist,Director, Data Science","Board,Other,Student",PhD
926b84e774e25807555ceac3f818e9d9,Directeur Technique at APHP,France,"European Sleep Technologist Society,INSV Institut National du Sommeil et de la Vigilance,Université Paris Descartes,Conseil de la E-Santé,Société de Réanimation de Langue Française (SRLF) Compte Officiel,Diplome Universitaire d Esanté et de Médecine Connectée,Hôtel-Dieu AP-HP Centre du Sommeil et de la Vigilance,Hotel Dieu  APHP. Paris,European Sleep Society of Technologist,APHP,EHESP - École des hautes études en santé publique,Société Française des Techniciens du Sommeil,Centre du sommeil et de la vigilance Hotel Dieu APHP","Secrétaire général,PhD Neuroscience Université Paris Descartes CRi FDV Sleep Center Hôtel Dieu Hospital. France,Membre de la Commission d'Ethique,Stagiaire,Membre du Conseil de la E-Santé,President,Student,Ingénieur de Recherche Hospitalier,Coordonnateur,Ingénieur en Biosciences,Past President,Directeur Technique,coordonnateur du DU e-Santé et Médecine connectée","Entrepreneurship,Board,Student,Research,Other","PhD,Master Edu,Master Exp"
92930f974dcbb405fd633281ce116b64,Co-Founder & Researcher at CellFabrik,Romania,"Systems Biology of Aging Group,Humenhance,CellFabrik · Full-time,PPS team (Proofs, Programs and System) at Paris Diderot,Chronos Biosystems,International Longevity Alliance (ILA),École normale supérieure-Computer Science Department","Founder, CEO,Bioinformatician,Internship,Member Board Of Directors,Co-Founder & Researcher","Board,Student,Research,Entrepreneur,Other",Master Exp
92bc904f3a12e912d2b658ed26137d52,"Research, Analytics, Strategy at 10MS. Building human capital at CareerKi.", Bangladesh,"Unibiome · Full-time,CareerKi · Full-time,Innovision Consulting Private Ltd. · Full-time,ESPCI,USAID · Contract","Project Lead,Research Coordinator,Head of Data, Analytics & Emerging Frontiers,Visiting Researcher,Co-founder","Research,Other,Entrepreneur,Student",Master Exp
93467a863637e8942e82606b8ad46f16,Research engineer at OGD2 Pharma/Activen,France,"INSEAD,INSERM,CEA,Stanford University,OGD2 Pharma/Activen,Université Pierre et Marie Curie,Institut Curie","Student,Research engineer,Research Engineer,Post-Doc fellow - Project leader: Lectibody therapeutics,PhD candidate,Research assistant","Research,Student","Master Edu,Master Exp"
94369f5f833008a9b93d6e9ae7a6a533,Chargée de communication grand public et jeunes at ADEME,France,"KIDD'IZY, Solution QVT Santé - Bien-être - Parentalité,Université de Paris,ADEME,Sorbonne Université,L'Octopus journal,Nord universitet,INRAE,Ministère de l'Agriculture et de l'Alimentation","Mission d'appui à la politique nationale sur les ressources génétiques forestières,Secrétaire de rédaction,Maquettiste,Rédactrice de contenu web,Chargée de communication grand public et jeunes,Travail de terrain en biologie marine,Chercheuse écologie urbaine,Master,Relations presse","Research,Other,Student","Licence Edu,Licence Exp"
94ae7e76ce7fcdce7482370c1694ddd3,Scientific mediation & education, France,Biennale Internationale Design Saint-Etienne · Internship,Content edition & scientific mediation for the exhibition 'Le Monde Sinon Rien',Other,Master Exp
94b6e108d57bbee56a3903dfc4f6470c,Chargée de mesure d'impact chez Eloquentia France,Greater Paris Metropolitan Region,"Lab School Paris,CRI · Contract Part-time,Eloquentia France · Contract,Association SynLab · Internship","Stage étudiant,Assistant de cheffe de projet,Animatrice scientifique,Chargée de mesure d'impact","Other,Student",Master Exp
94ca42ebf394b81c59c5226e7b31bd45,, États-Unis,,Group leader at CZ Biohub,,Master Edu
95bec5a8f9698bf57dd4fa7861c92ea0,Game Master at Immersia Escape Game,France,"Immersia Escape Game,CRI,Museum national d'Histoire naturelle,Sorbonne University","Phylogénie des populations de Martinet des Mascareigne et de Madagascar,Écologie évolutive des mésanges bleu et charbonnière,Game Master,Master,Influence de la phylogénie, de la nocturnalité, et de la masse corporel sur la vocalisation aviaire,Étudiant","Other,Research,Student","Licence Edu,Licence Exp"
95dcb67fb5d78d0c099249d553343451,Research Associate at King's College London,United Kingdom,"Université Paris Descartes,King's College London,École normale supérieure","PhD Student in Developmental Neuroscience,Research Associate,Postdoctoral Fellow,Internship,Master,PhD,Stage de Recherche","Research,Student","Licence Edu,Licence Exp"
95e278af5dac4d120a68ae2815ded131,Développeur indépendant at -,France,"-,42,CRI,Indian Forest Yvelines","Responsable de parc,Développeur indépendant,Développeur Full Stack,Other","Other,Student","Licence Edu,Licence Exp"
9612275a43b83956c73c1f33de5c5e35,pediatric surgery consultant and oberarzt,france,"hôpital necker-enfants malades,imag2 laboratory imagine institute","consultant in pediatric surgery,phd student",Student,PhD
962174e24e7fd1d70ef4aeea9f099f10,Doctorante at Cnam,France,"Free-Lance,The Open Design School - Accélérateur de carrières créatives,Ingénieur IMAC,Cnam,LYCEE POLYVALENT ADOLPHE CHERIOUX,Institut Artline","Rédaction de cours,Designer,Enseignant vacataire,Doctorante,Professeur d’arts appliqués,Mentor","Entrepreneurship,Other,Student",PhD
97128b2a93e8fcb43e694b98f8992bf4,Formatrice et Ingénieur pédagogique en digital learning @Cegos at Cegos,France,"Health Behaviour in Motion,ITG FORMATION SAS,Kameleos,Cegos","Formatrice et Ingénieur pédagogique en digital learning @Cegos,Digital Learning Manager,Ingénieur pédagogique et Chef de Projet Formation MOOC/SPOC/COOC","Other,Student",Master Exp
975b19bb57c8edc6a5ee21a74e5b5227,"Senior Scientist, Biozentrum (Basel),Senior Scientist at University of Basel"," Switzerland,Switzerland","University of Basel,ETH Zurich,École normale supérieure","Senior Scientist, Biozentrum (Basel),PhD candidate,Senior Scientist,Postdoctoral Research Fellow","Research,Student","PhD,Master Edu,Master Exp"
997867b552af7378dcd162cd3382fefd,PhD Student at Institut Jacques Monod/CNRS & University Paris Diderot,France,"Institut Jacques Monod/CNRS & University Paris Diderot,CRI","Master Student,PhD Student",Student,Master Exp
998ca73c696ab2a3b537f47f1cff991c,Data Manager - Research associate at Evotec,Germany,"Institut Pasteur,Max Planck Institute for Human Cognitive and Brain Sciences,Universitätsklinikum Hamburg Eppendorf,Evotec","Data Manager - Research associate,Neuroscientist intern,PHD,Data Manager - Research associate at Evotec","Research,Student","Master Edu,Master Exp"
9a3ae280d756ec6643b2988b909dc2d7,PhD Candidate at Swiss Tropical and Public Health Institute, Switzerland,Swiss Tropical and Public Health Institute,PhD Student,Student,Master Exp
9a750e7b3b4398aa96d7816b9343a027,Responsable projets Rhumatologie/Dermatologie at UCB,France,"Instituto do Câncer do Estado de São Paulo - ICESP,Médiathèque Françoise Sagan,Alvéole,Roche,CHU Sainte-Justine,UCB","Operational Marketing Assistant,Poste étudiant,Chef de Produits Junior Neurology,Internship,Master,Responsable projets Rhumatologie/Dermatologie","Student,Research,Other","Licence Edu,Licence Exp"
9a9baee8c519cb3e837e7f284be1430d,Postdoctoral Research Fellow at Institut Curie,Spain,"Institut Pasteur,Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),Institut Curie","PhD in Microbiology and Virology,Postdoctoral Research Fellow","Research,Student",PhD
9b0d87cdbe623a60e9e37863b75b8ee7,Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space,France,"LESIA - Observatoire de Paris,Thales Alenia Space,CENSUS - nanosatellites en sciences de l'univers,Primark,Observatoire de Paris | PSL,IPGP,Institut Curie","Stagiaire développement embarqué,Stagiaire ingénieur FDIR et AOCS,Vendeur polyvalent,Stagiaire analyse de données (en Lab Insertion Unit),Stagiaire ingénierie spatiale,Ingénieur assistant,Stagiaire Bio-informatique/Bio-physique,Master","Research,Other,Student","Licence Edu,Licence Exp"
9b33e2c730fd35f739198cfbbf9ace6b,english-french and french-english,united states,"université de versailles saint-quentin-en-yvelines,umr 7618,university of leeds","teaching assistant,postdoctoral research fellow,phd student","Research,Other,Student",PhD
9bbc3f3a5d9d67163c0fc42a70f11c60,"Student,DPhil Candidate in Synthetic Biology",Greater Oxford Area,"Inserm,University of Oxford, Department of Physics · Full-time,Institut Pasteur,University of Oxford,University of Oxford, Department of Engineering Science · Internship","DPhil Candidate in Synthetic Biology,Research Intern - Deep learning of structural principles of CRISPR RNA processing,Research Intern - Emergence of antibiotic resistance on a single-cell scale,Research Intern - Modelling nesting sRNA-based feedback modules within the RepAct genetic circuit,DPhil Student - Asynchronous molecular computation with DNA",Student,"Master Edu,Master Exp"
9bd15082c58b1cc41925a01247170672,Data Engineer at VirtualiSurg,France,"VirtualiSurg,Learning For Sustainability (L4S)","Co-Founder and Pedagogical Engineer,VR Motion Tracking Engineer,Data Engineer","Board,Other,Student",Master Exp
9bebf8ee01cf58f667adc2994a347111,E-learning Customer Care Manager, France,"SNCF,Lab School Paris,CRI,Meetic · Permanent","Pedagogical Team (instructional design),Project Manager for training and tech,E-learning Customer Care Manager Europe,EdTech (education technology) Research Master of Science","Student,Research,Other",Master Exp
9bed774e379ab3379d9cf5e6a79fa209,"Postdoctoral Researcher at University of California, San Francisco",United States of America,"Brain and Spine Institute, Paris,University of California, San Francisco","Postdoctoral Researcher,PhD candidate","Research,Student",PhD
9c55636c1f05ff81ff10e7b387983f22,eTMF Services Coordinator | MSc | PRINCE2, Canada,"INSERM,Pierre and Marie Curie University,Eolas International,Aarhus Letbane I/S,Centre de recherche du CHUM (CRCHUM),Hôpital Necker-Enfants Malades","Biophysics Research Assistant,Clinical Research Assistant,Assistant Project Manager & Lead Document Controller,Clinical Data Manager,International Field Researcher (temp)","Research,Other,Student",Master Exp
9ced5b5a2328e99341f8f93cf931c5f2,Medical Doctor at Erasmus MC,Netherlands,"Erasmus MC,ExpertCollege,Antes,Institute of Psychiatry, Psychology and Neuroscience,Maxima Medisch Centrum,The Brilliant Club,De Nieuwe Valerius,South London and Maudsley NHS Foundation Trust","Medical Doctor, Clinical Research Associate,Medical Doctor,ANIOS Interne Geneeskunde (M.D. not in training),Clinical Research Associate, PhD student,Student,Medical text writer for e-learning modules,PhD Tutor,Semi-arts Adult Psychiatry Clinics (equivalent to FY1 training)","Other,Research,Student","Master Edu,Master Exp"
9d1b7f4d967d448d70647f69879bf316,Scientifique Consultant at Coopetic Research,France,"Coopetic Research,CNRS,Medical Research Council - UCL,MSC (Paris Diderot) - CNRS,Houblons de France","Scientifique Consultant,Research Intern,PhD Student at MSC (Paris Diderot),Vice-président et Coordinateur Scientifique","Board,Other,Student","PhD,Master Exp"
9d2eb43028259f2f1ca0458227161d22,PhD Student at ESPCI Paris,France,ESPCI Paris,PhD Student,Student,Master Exp
9d4432d45068bd8b381b2fb2d55a3b4f,VP Applications at Lixoft,France,"INRIA Rocquencourt,Lixoft","VP Applications,PhD Computational Biology",Student,PhD
9d9ca8f443d6f2f930243ca955abf0e3,Chef de clinique Universitaire at Sorbonne University,France,"Hôpital Necker-Enfants Malades,Centre de santé Richerand - Coopérative de Santé,Sorbonne University","Chef de clinique Universitaire,Student,Physician, Ultrasound consultant,General Practitioner",Student,"Master Edu,Master Exp"
9da831d38e76b514004ca45e122d64dd,,Greater Paris Metropolitan Region,,Anesthesiology Resident,,Master Edu
